chinese_hanzi,chinese_pinyin,chinese_phonetic,english_word,english_phonetic,distance,chinese_ipa,english_ipa
笨拙,bèn zhuō,,montreal,,0.40625,pənʈʂwɔ,məntriɔl
崩溃,bēng kuì,,parkway,,0.3125,pɤŋkʰweɪ,pɑrkweɪ
甭,béng,,bang,,0.16666666666666666,pɤŋ,bæŋ
蹦,bèng,,bang,,0.16666666666666666,pɤŋ,bæŋ
迸发,bèng fā,,bangkok,,0.41666666666666663,pɤŋfa,bæŋkɑk
逼迫,bī pò,,papua,,0.41666666666666663,pipʰwɔ,pæpjuə
鼻涕,bí tì,,bt,,0.2,pitʰi,biti
比方,bǐ fang,,briefing,,0.29166666666666663,pifɑŋ,brifɪŋ
比喻,bǐ yù,,pew,,0.08333333333333333,piy,pju
比重,bǐ zhòng,,beating,,0.29166666666666663,piʈʂʊŋ,bitɪŋ
臂,bì,,be,,0.0,pi,bi
弊病,bì bìng,,phoebe,,0.25,pipiŋ,fibi
